"STATION","DATE","TAVG","TMAX","TMIN"
"USW00013874","2000-03-14","52","65","38"
"USW00013874","2000-03-15","58","71","45"
"USW00013874","2000-03-16","62","67","56"
"USW00013874","2000-03-17","57","64","50"
"USW00013874","2000-03-18","47","52","41"
"USW00013874","2000-03-19","51","58","44"
"USW00013874","2000-03-20","56","63","48"
"USW00013874","2000-03-21","56","70","41"
"USW00013874","2000-03-22","62","74","49"
"USW00013874","2000-03-23","60","71","48"
"USW00013874","2000-03-24","62","73","50"
"USW00013874","2000-03-25","64","75","53"
"USW00013874","2000-03-26","64","73","55"
"USW00013874","2000-03-27","55","61","48"
"USW00013874","2000-03-28","59","75","42"
"USW00013874","2000-03-29","54","63","44"
"USW00013874","2000-03-30","57","68","46"
"USW00013874","2000-03-31","61","72","50"
"USW00013874","2000-04-01","63","74","52"
"USW00013874","2000-04-02","64","69","58"
"USW00013874","2000-04-03","64","73","55"
"USW00013874","2000-04-04","49","57","40"
"USW00013874","2000-04-05","49","64","33"
"USW00013874","2000-04-06","61","75","46"
"USW00013874","2000-04-07","64","75","52"
"USW00013874","2000-04-08","50","63","36"
"USW00013874","2000-04-09","47","61","32"
"USW00013874","2000-04-10","56","72","40"
"USW00013874","2000-04-11","63","73","52"
"USW00013874","2000-04-12","65","72","57"
"USW00013874","2000-04-13","52","60","43"
"USW00013874","2000-04-14","49","54","43"
"USW00013874","2000-04-15","60","70","49"
"USW00013874","2000-04-16","65","78","52"
"USW00013874","2000-04-17","65","79","51"
"USW00013874","2000-04-18","58","68","48"
"USW00013874","2000-04-19","64","80","48"
"USW00013874","2000-04-20","69","81","56"
"USW00013874","2000-04-21","59","68","49"
"USW00013874","2000-04-22","57","69","44"
"USW00013874","2000-04-23","58","68","47"
"USW00013874","2000-04-24","59","67","51"
"USW00013874","2000-04-25","56","62","50"
"USW00013874","2000-04-26","58","70","45"
"USW00013874","2000-04-27","61","75","46"
"USW00013874","2000-04-28","58","66","50"
"USW00013874","2000-04-29","62","74","49"
"USW00013874","2000-04-30","63","77","48"
"USW00013874","2000-05-01","66","79","52"
"USW00013874","2000-05-02","70","81","59"
"USW00013874","2000-05-03","74","83","64"
"USW00013874","2000-05-04","70","78","62"
"USW00013874","2000-05-05","70","81","58"
"USW00013874","2000-05-06","73","84","61"
"USW00013874","2000-05-07","73","85","61"
"USW00013874","2000-05-08","73","84","62"
"USW00013874","2000-05-09","74","84","63"
"USW00013874","2000-05-10","74","82","65"
"USW00013874","2000-05-11","73","88","58"
"USW00013874","2000-05-12","76","85","67"
"USW00013874","2000-05-13","79","88","69"
"USW00013874","2000-05-14","70","80","60"
"USW00013874","2000-05-15","65","77","52"
"USW00013874","2000-05-16","69","79","58"
"USW00013874","2000-05-17","73","83","62"
"USW00013874","2000-05-18","77","87","67"
"USW00013874","2000-05-19","77","87","66"
"USW00013874","2000-05-20","77","87","66"
"USW00013874","2000-05-21","71","79","63"
"USW00013874","2000-05-22","72","81","62"
"USW00013874","2000-05-23","75","86","64"
"USW00013874","2000-05-24","80","88","72"
"USW00013874","2000-05-25","80","90","70"
"USW00013874","2000-05-26","75","83","67"
"USW00013874","2000-05-27","80","89","71"
"USW00013874","2000-05-28","74","81","66"
"USW00013874","2000-05-29","69","77","61"
"USW00013874","2000-05-30","69","79","59"
"USW00013874","2000-05-31","70","82","58"
"USW00013874","2000-06-01",,"87","62"
"USW00013874","2000-06-02",,"90","68"
"USW00013874","2000-06-03","80","91","68"
"USW00013874","2000-06-04","75","78","72"
"USW00013874","2000-06-05","71","73","68"
"USW00013874","2000-06-06","67","74","60"
"USW00013874","2000-06-07","67","80","53"
"USW00013874","2000-06-08","70","82","57"
"USW00013874","2000-06-09","75","88","62"
"USW00013874","2000-06-10","77","89","64"
"USW00013874","2000-06-11","79","91","66"
"USW00013874","2000-06-12","81","92","69"
"USW00013874","2000-06-13","0","91","74"
"USW00013874","2000-06-14","83","94","71"
"USW00013874","2000-06-15","82","93","70"
"USW00013874","2000-06-16","79","88","69"
"USW00013874","2000-06-17","80","90","70"
"USW00013874","2000-06-18","81","90","72"
"USW00013874","2000-06-19","82","92","72"
"USW00013874","2000-06-20","82","92","71"
"USW00013874","2000-06-21","82","94","70"
"USW00013874","2000-06-22","83","91","74"
"USW00013874","2000-06-23","81","94","68"
"USW00013874","2000-06-24","84","95","72"
"USW00013874","2000-06-25","82","92","71"
"USW00013874","2000-06-26","80","92","68"
"USW00013874","2000-06-27","78","89","67"
"USW00013874","2000-06-28","78","87","69"
"USW00013874","2000-06-29","73","79","66"
"USW00013874","2000-06-30","77","89","65"
"USW00013874","2000-07-01","78","89","67"
"USW00013874","2000-07-02","80","92","67"
"USW00013874","2000-07-03","82","94","70"
"USW00013874","2000-07-04","84","95","73"
"USW00013874","2000-07-05","84","96","72"
"USW00013874","2000-07-06","87","96","77"
"USW00013874","2000-07-07","84","96","72"
"USW00013874","2000-07-08","83","92","73"
"USW00013874","2000-07-09","84","96","72"
"USW00013874","2000-07-10","87","99","75"
"USW00013874","2000-07-11","85","96","73"
"USW00013874","2000-07-12","83","93","73"
"USW00013874","2000-07-13","82","92","72"
"USW00013874","2000-07-14","85","94","76"
"USW00013874","2000-07-15","83","94","72"
"USW00013874","2000-07-16","83","94","71"
"USW00013874","2000-07-17","81","94","67"
"USW00013874","2000-07-18","83","98","68"
"USW00013874","2000-07-19","88","100","75"
"USW00013874","2000-07-20","85","99","70"
"USW00013874","2000-07-21","81","93","68"
"USW00013874","2000-07-22","85","96","73"
"USW00013874","2000-07-23","78","87","68"
"USW00013874","2000-07-24","76","83","68"
"USW00013874","2000-07-25","71","75","67"
"USW00013874","2000-07-26","75","83","67"
"USW00013874","2000-07-27","79","88","69"
"USW00013874","2000-07-28","79","92","66"
"USW00013874","2000-07-29","78","89","67"
"USW00013874","2000-07-30","79","87","70"
"USW00013874","2000-07-31","78","86","70"
"USW00013874","2000-08-01","78","86","70"
"USW00013874","2000-08-02","76","81","71"
"USW00013874","2000-08-03","78","85","71"
"USW00013874","2000-08-04","80","88","71"
"USW00013874","2000-08-05","80","91","68"
"USW00013874","2000-08-06","84","92","75"
"USW00013874","2000-08-07","83","92","74"
"USW00013874","2000-08-08","83","92","73"
"USW00013874","2000-08-09","86","96","75"
"USW00013874","2000-08-10","84","95","72"
"USW00013874","2000-08-11","81","90","72"
"USW00013874","2000-08-12","79","90","67"
"USW00013874","2000-08-13","75","87","63"
"USW00013874","2000-08-14","78","89","67"
"USW00013874","2000-08-15","82","94","69"
"USW00013874","2000-08-16","84","97","71"
"USW00013874","2000-08-17","88","99","76"
"USW00013874","2000-08-18","91","101","80"
"USW00013874","2000-08-19","86","97","75"
"USW00013874","2000-08-20","79","87","70"
"USW00013874","2000-08-21","71","75","67"
"USW00013874","2000-08-22","75","84","65"
"USW00013874","2000-08-23","77","86","68"
"USW00013874","2000-08-24","81","91","71"
"USW00013874","2000-08-25","79","89","68"
"USW00013874","2000-08-26","79","90","67"
"USW00013874","2000-08-27","73","78","68"
"USW00013874","2000-08-28","80","91","68"
"USW00013874","2000-08-29","79","86","71"
"USW00013874","2000-08-30","77","84","70"
"USW00013874","2000-08-31","73","75","70"
"USW00013874","2000-09-01","74","79","69"
"USW00013874","2000-09-02","76","81","70"
"USW00013874","2000-09-03","77","83","71"
"USW00013874","2000-09-04","79","87","70"
"USW00013874","2000-09-05","74","81","66"
"USW00013874","2000-09-06","63","66","60"
"USW00013874","2000-09-07","63","66","60"
"USW00013874","2000-09-08","71","76","66"
"USW00013874","2000-09-09","74","80","68"
"USW00013874","2000-09-10","74","83","64"
"USW00013874","2000-09-11","76","85","66"
"USW00013874","2000-09-12","77","86","67"
"USW00013874","2000-09-13","78","87","69"
"USW00013874","2000-09-14","78","86","70"
"USW00013874","2000-09-15","71","80","61"
"USW00013874","2000-09-16","65","75","54"
"USW00013874","2000-09-17","63","73","53"
"USW00013874","2000-09-18","68","74","61"
"USW00013874","2000-09-19","72","84","60"
"USW00013874","2000-09-20","76","87","65"
"USW00013874","2000-09-21","73","77","69"
"USW00013874","2000-09-22","70","73","66"
"USW00013874","2000-09-23","74","81","66"
"USW00013874","2000-09-24","78","85","70"
"USW00013874","2000-09-25","70","83","57"
"USW00013874","2000-09-26","60","68","51"
"USW00013874","2000-09-27","60","71","49"
"USW00013874","2000-09-28","65","76","53"
"USW00013874","2000-09-29","65","73","57"
"USW00013874","2000-09-30","66","75","57"
"USW00013874","2000-10-01","68","77","59"
"USW00013874","2000-10-02","68","79","57"
"USW00013874","2000-10-03","71","83","59"
"USW00013874","2000-10-04","70","81","59"
"USW00013874","2000-10-05","71","83","59"
"USW00013874","2000-10-06","66","73","58"
"USW00013874","2000-10-07","55","66","44"
"USW00013874","2000-10-08","48","56","39"
"USW00013874","2000-10-09","46","56","36"
"USW00013874","2000-10-10","50","64","36"
"USW00013874","2000-10-11","56","71","40"
"USW00013874","2000-10-12","59","73","44"
"USW00013874","2000-10-13","61","76","46"
"USW00013874","2000-10-14","62","76","47"
"USW00013874","2000-10-15","63","77","49"
"USW00013874","2000-10-16","66","80","52"
"USW00013874","2000-10-17","68","80","55"
"USW00013874","2000-10-18","69","80","57"
"USW00013874","2000-10-19","64","73","55"
"USW00013874","2000-10-20","67","74","60"
"USW00013874","2000-10-21","66","76","56"
"USW00013874","2000-10-22","68","79","56"
"USW00013874","2000-10-23","69","76","61"
"USW00013874","2000-10-24","66","76","56"
"USW00013874","2000-10-25","68","78","57"
"USW00013874","2000-10-26","67","75","59"
"USW00013874","2000-10-27","68","78","57"
"USW00013874","2000-10-28","70","80","59"
"USW00013874","2000-10-29","66","75","57"
"USW00013874","2000-10-30","67","78","56"
"USW00013874","2000-10-31","70","78","61"
"USW00013874","2000-11-01","69","80","58"
"USW00013874","2000-11-02","70","81","59"
"USW00013874","2000-11-03","70","81","59"
"USW00013874","2000-11-04","64","68","59"
"USW00013874","2000-11-05","60","65","55"
"USW00013874","2000-11-06","58","60","56"
"USW00013874","2000-11-07","64","69","58"
"USW00013874","2000-11-08","67","72","61"
"USW00013874","2000-11-09","62","72","51"
"USW00013874","2000-11-10","48","56","40"
"USW00013874","2000-11-11","48","62","34"
"USW00013874","2000-11-12","52","65","39"
"USW00013874","2000-11-13","53","60","45"
"USW00013874","2000-11-14","46","53","38"
"USW00013874","2000-11-15","43","54","31"
"USW00013874","2000-11-16","45","50","40"
"USW00013874","2000-11-17","42","49","35"
"USW00013874","2000-11-18","34","37","30"
"USW00013874","2000-11-19","39","41","36"
"USW00013874","2000-11-20","43","55","30"
"USW00013874","2000-11-21","35","41","28"
"USW00013874","2000-11-22","40","54","25"
"USW00013874","2000-11-23","48","56","40"
"USW00013874","2000-11-24","48","53","42"
"USW00013874","2000-11-25","46","49","43"
"USW00013874","2000-11-26","50","57","43"
"USW00013874","2000-11-27","49","59","38"
"USW00013874","2000-11-28","49","61","36"
"USW00013874","2000-11-29","52","61","43"
"USW00013874","2000-11-30","44","53","34"
"USW00013874","2000-12-01","43","56","30"
"USW00013874","2000-12-02","45","48","42"
"USW00013874","2000-12-03","38","42","34"
"USW00013874","2000-12-04","38","48","28"
"USW00013874","2000-12-05","41","51","30"
"USW00013874","2000-12-06","36","44","28"
"USW00013874","2000-12-07","44","54","33"
"USW00013874","2000-12-08","50","64","35"
"USW00013874","2000-12-09","45","49","41"
"USW00013874","2000-12-10","42","43","41"
"USW00013874","2000-12-11","48","54","41"
"USW00013874","2000-12-12","44","57","31"
"USW00013874","2000-12-13","34","36","31"
"USW00013874","2000-12-14","42","51","33"
"USW00013874","2000-12-15","41","45","36"
"USW00013874","2000-12-16","54","65","42"
"USW00013874","2000-12-17","36","51","21"
"USW00013874","2000-12-18","32","46","18"
"USW00013874","2000-12-19","28","37","18"
"USW00013874","2000-12-20","24","34","13"
"USW00013874","2000-12-21","28","32","24"
"USW00013874","2000-12-22","26","31","20"
"USW00013874","2000-12-23","30","40","19"
"USW00013874","2000-12-24","38","49","27"
"USW00013874","2000-12-25","37","47","27"
"USW00013874","2000-12-26","35","41","29"
"USW00013874","2000-12-27","39","42","35"
"USW00013874","2000-12-28","36","41","31"
"USW00013874","2000-12-29","34","44","24"
"USW00013874","2000-12-30","25","31","19"
"USW00013874","2000-12-31","26","34","18"
"USW00013874","2001-01-01","28","32","24"
"USW00013874","2001-01-02","29","38","19"
"USW00013874","2001-01-03","29","40","17"
"USW00013874","2001-01-04","36","48","24"
"USW00013874","2001-01-05","43","56","30"
"USW00013874","2001-01-06","42","53","30"
"USW00013874","2001-01-07","45","57","32"
"USW00013874","2001-01-08","39","48","29"
"USW00013874","2001-01-09","31","37","25"
"USW00013874","2001-01-10","36","49","23"
"USW00013874","2001-01-11","37","45","28"
"USW00013874","2001-01-12","39","42","36"
"USW00013874","2001-01-13","44","56","31"
"USW00013874","2001-01-14","47","58","36"
"USW00013874","2001-01-15","57","67","46"
"USW00013874","2001-01-16","46","51","41"
"USW00013874","2001-01-17","44","48","40"
"USW00013874","2001-01-18","48","50","46"
"USW00013874","2001-01-19","55","68","41"
"USW00013874","2001-01-20","35","41","28"
"USW00013874","2001-01-21","33","43","23"
"USW00013874","2001-01-22","40","49","30"
"USW00013874","2001-01-23","40","53","27"
"USW00013874","2001-01-24","46","55","36"
"USW00013874","2001-01-25","36","42","30"
"USW00013874","2001-01-26","38","51","24"
"USW00013874","2001-01-27","48","59","37"
"USW00013874","2001-01-28","47","63","31"
"USW00013874","2001-01-29",,"66","39"
"USW00013874","2001-01-30",,"61","45"
"USW00013874","2001-01-31","56","64","47"
"USW00013874","2001-02-01","44","48","39"
"USW00013874","2001-02-02","42","49","34"
"USW00013874","2001-02-03","37","48","26"
"USW00013874","2001-02-04","45","56","33"
"USW00013874","2001-02-05","46","55","37"
"USW00013874","2001-02-06","47","61","33"
"USW00013874","2001-02-07","54","69","39"
"USW00013874","2001-02-08","56","71","40"
"USW00013874","2001-02-09","62","74","49"
"USW00013874","2001-02-10","46","58","33"
"USW00013874","2001-02-11","43","55","30"
"USW00013874","2001-02-12","43","47","38"
"USW00013874","2001-02-13","44","49","39"
"USW00013874","2001-02-14","58","68","47"
"USW00013874","2001-02-15","65","71","59"
"USW00013874","2001-02-16","64","74","54"
"USW00013874","2001-02-17","46","57","34"
"USW00013874","2001-02-18","39","50","28"
"USW00013874","2001-02-19","47","61","33"
"USW00013874","2001-02-20","50","56","44"
"USW00013874","2001-02-21","62","71","52"
"USW00013874","2001-02-22","51","59","43"
"USW00013874","2001-02-23","51","64","38"
"USW00013874","2001-02-24","54","62","45"
"USW00013874","2001-02-25","63","66","59"
"USW00013874","2001-02-26","59","68","50"
"USW00013874","2001-02-27","55","64","46"
"USW00013874","2001-02-28","56","64","48"
"USW00013874","2001-03-01","55","67","42"
"USW00013874","2001-03-02","61","66","55"
"USW00013874","2001-03-03","63","66","59"
"USW00013874","2001-03-04","53","63","43"
"USW00013874","2001-03-05","43","50","36"
"USW00013874","2001-03-06","40","48","31"
"USW00013874","2001-03-07","42","53","31"
"USW00013874","2001-03-08","49","65","33"
"USW00013874","2001-03-09","49","58","39"
"USW00013874","2001-03-10","44","58","30"
"USW00013874","2001-03-11","51","65","37"
"USW00013874","2001-03-12","56","59","52"
"USW00013874","2001-03-13","61","68","53"
"USW00013874","2001-03-14","59","70","48"
"USW00013874","2001-03-15","57","65","49"
"USW00013874","2001-03-16","58","68","48"
"USW00013874","2001-03-17","48","57","39"
"USW00013874","2001-03-18","48","59","36"
"USW00013874","2001-03-19","47","54","40"
"USW00013874","2001-03-20","41","43","39"
"USW00013874","2001-03-21","46","50","41"
"USW00013874","2001-03-22","53","65","41"
"USW00013874","2001-03-23","55","69","41"
"USW00013874","2001-03-24","57","72","42"
"USW00013874","2001-03-25","48","57","39"
"USW00013874","2001-03-26","42","50","33"
"USW00013874","2001-03-27","42","54","29"
"USW00013874","2001-03-28","45","55","34"
"USW00013874","2001-03-29","46","49","42"
"USW00013874","2001-03-30","54","62","46"
"USW00013874","2001-03-31","56","62","49"
"USW00013874","2001-04-01","51","58","44"
"USW00013874","2001-04-02","57","72","41"
"USW00013874","2001-04-03","56","60","52"
"USW00013874","2001-04-04","63","69","56"
"USW00013874","2001-04-05","58","62","54"
"USW00013874","2001-04-06","66","78","54"
"USW00013874","2001-04-07","71","81","61"
"USW00013874","2001-04-08","71","80","61"
"USW00013874","2001-04-09","70","80","60"
"USW00013874","2001-04-10","75","86","64"
"USW00013874","2001-04-11","75","84","65"
"USW00013874","2001-04-12","72","82","61"
"USW00013874","2001-04-13","69","77","60"
"USW00013874","2001-04-14","66","76","56"
"USW00013874","2001-04-15","67","76","58"
"USW00013874","2001-04-16","61","69","53"
"USW00013874","2001-04-17","48","55","40"
"USW00013874","2001-04-18","47","60","34"
"USW00013874","2001-04-19","53","67","39"
"USW00013874","2001-04-20","61","74","47"
"USW00013874","2001-04-21","65","77","53"
"USW00013874","2001-04-22","68","79","57"
"USW00013874","2001-04-23","69","80","57"
"USW00013874","2001-04-24","67","77","56"
"USW00013874","2001-04-25","59","68","50"
"USW00013874","2001-04-26","60","70","49"
"USW00013874","2001-04-27","63","76","50"
"USW00013874","2001-04-28","70","83","56"
"USW00013874","2001-04-29","67","75","58"
"USW00013874","2001-04-30","66","74","57"
"USW00013874","2001-05-01","67","77","56"
"USW00013874","2001-05-02","67","77","56"
"USW00013874","2001-05-03","68","79","56"
"USW00013874","2001-05-04","69","81","56"
"USW00013874","2001-05-05","71","83","58"
"USW00013874","2001-05-06","74","83","64"
"USW00013874","2001-05-07","65","71","58"
"USW00013874","2001-05-08","64","72","56"
"USW00013874","2001-05-09","67","74","60"
"USW00013874","2001-05-10","71","80","61"
"USW00013874","2001-05-11","71","80","61"
"USW00013874","2001-05-12","71","79","62"
"USW00013874","2001-05-13","67","79","55"
"USW00013874","2001-05-14","66","81","51"
"USW00013874","2001-05-15","74","86","61"
"USW00013874","2001-05-16","76","88","64"
"USW00013874","2001-05-17","78","89","66"
"USW00013874","2001-05-18","77","88","66"
"USW00013874","2001-05-19","74","82","65"
"USW00013874","2001-05-20","73","79","66"
"USW00013874","2001-05-21","76","83","69"
"USW00013874","2001-05-22","64","73","55"
"USW00013874","2001-05-23","63","76","50"
"USW00013874","2001-05-24","71","82","59"
"USW00013874","2001-05-25","64","70","58"
"USW00013874","2001-05-26","66","77","54"
"USW00013874","2001-05-27","73","82","64"
"USW00013874","2001-05-28","73","81","65"
"USW00013874","2001-05-29","72","80","64"
"USW00013874","2001-05-30","71","82","60"
"USW00013874","2001-05-31","73","82","64"
"USW00013874","2001-06-01","68","71","64"
"USW00013874","2001-06-02","69","80","58"
"USW00013874","2001-06-03","74","84","64"
"USW00013874","2001-06-04","74","84","64"
"USW00013874","2001-06-05","75","84","66"
"USW00013874","2001-06-06","76","84","68"
"USW00013874","2001-06-07","75","79","70"
"USW00013874","2001-06-08","74","80","68"
"USW00013874","2001-06-09","73","79","67"
"USW00013874","2001-06-10","75","84","66"
"USW00013874","2001-06-11","74","79","68"
"USW00013874","2001-06-12","73","77","69"
"USW00013874","2001-06-13","79","88","69"
"USW00013874","2001-06-14","78","88","68"
"USW00013874","2001-06-15","76","85","67"
"USW00013874","2001-06-16","76","84","68"
"USW00013874","2001-06-17","76","88","63"
"USW00013874","2001-06-18","78","87","69"
"USW00013874","2001-06-19","76","84","67"
"USW00013874","2001-06-20","76","86","66"
"USW00013874","2001-06-21","76","85","67"
"USW00013874","2001-06-22","74","80","67"
"USW00013874","2001-06-23","71","79","62"
"USW00013874","2001-06-24","71","81","60"
"USW00013874","2001-06-25","71","78","64"
"USW00013874","2001-06-26","73","80","65"
"USW00013874","2001-06-27","77","86","67"
"USW00013874","2001-06-28","76","84","67"
"USW00013874","2001-06-29","77","85","69"
"USW00013874","2001-06-30","77","84","70"
"USW00013874","2001-07-01","77","85","69"
"USW00013874","2001-07-02","79","87","71"
"USW00013874","2001-07-03","79","87","70"
"USW00013874","2001-07-04","77","85","68"
"USW00013874","2001-07-05","76","86","66"
"USW00013874","2001-07-06","75","87","63"
"USW00013874","2001-07-07","79","87","70"
"USW00013874","2001-07-08","81","89","72"
"USW00013874","2001-07-09","82","91","72"
"USW00013874","2001-07-10","79","87","71"
"USW00013874","2001-07-11","81","90","71"
"USW00013874","2001-07-12","82","90","74"
"USW00013874","2001-07-13","79","86","71"
"USW00013874","2001-07-14","76","83","69"
"USW00013874","2001-07-15","77","83","71"
"USW00013874","2001-07-16","78","85","70"
"USW00013874","2001-07-17","78","87","69"
"USW00013874","2001-07-18","78","88","68"
"USW00013874","2001-07-19","81","90","71"
"USW00013874","2001-07-20","80","87","73"
"USW00013874","2001-07-21","77","84","70"
"USW00013874","2001-07-22","77","87","67"
"USW00013874","2001-07-23","79","90","68"
"USW00013874","2001-07-24","79","84","73"
"USW00013874","2001-07-25","78","83","72"
"USW00013874","2001-07-26","79","88","70"
"USW00013874","2001-07-27","81","90","72"
"USW00013874","2001-07-28","78","84","71"
"USW00013874","2001-07-29","81","89","72"
"USW00013874","2001-07-30","81","89","73"
"USW00013874","2001-07-31","80","87","73"
"USW00013874","2001-08-01","78","85","71"
"USW00013874","2001-08-02","76","84","68"
"USW00013874","2001-08-03","78","85","70"
"USW00013874","2001-08-04","80","86","73"
"USW00013874","2001-08-05","80","88","72"
"USW00013874","2001-08-06","78","85","71"
"USW00013874","2001-08-07","79","86","71"
"USW00013874","2001-08-08","81","88","73"
"USW00013874","2001-08-09","80","87","73"
"USW00013874","2001-08-10","81","88","73"
"USW00013874","2001-08-11","78","86","70"
"USW00013874","2001-08-12","79","86","71"
"USW00013874","2001-08-13","77","81","73"
"USW00013874","2001-08-14","79","87","71"
"USW00013874","2001-08-15","78","85","70"
"USW00013874","2001-08-16","82","90","73"
"USW00013874","2001-08-17","83","92","73"
"USW00013874","2001-08-18","81","91","71"
"USW00013874","2001-08-19","79","87","71"
"USW00013874","2001-08-20","78","86","70"
"USW00013874","2001-08-21","76","88","64"
"USW00013874","2001-08-22","78","90","65"
"USW00013874","2001-08-23","78","88","68"
"USW00013874","2001-08-24","82","93","70"
"USW00013874","2001-08-25","81","90","71"
"USW00013874","2001-08-26","82","91","72"
"USW00013874","2001-08-27","82","92","71"
"USW00013874","2001-08-28","76","81","71"
"USW00013874","2001-08-29","78","86","70"
"USW00013874","2001-08-30","76","81","70"
"USW00013874","2001-08-31","76","83","69"
"USW00013874","2001-09-01","74","80","68"
"USW00013874","2001-09-02","73","75","71"
"USW00013874","2001-09-03","72","74","70"
"USW00013874","2001-09-04","75","81","69"
"USW00013874","2001-09-05","80","90","70"
"USW00013874","2001-09-06","80","88","71"
"USW00013874","2001-09-07","79","87","71"
"USW00013874","2001-09-08","78","86","69"
"USW00013874","2001-09-09","77","86","67"
"USW00013874","2001-09-10","80","89","71"
"USW00013874","2001-09-11","80","87","72"
"USW00013874","2001-09-12","77","84","69"
"USW00013874","2001-09-13","74","84","63"
"USW00013874","2001-09-14","75","86","64"
"USW00013874","2001-09-15","68","77","59"
"USW00013874","2001-09-16","65","77","53"
"USW00013874","2001-09-17","69","81","56"
"USW00013874","2001-09-18","70","81","58"
"USW00013874","2001-09-19","74","82","65"
"USW00013874","2001-09-20","75","85","64"
"USW00013874","2001-09-21","72","86","58"
"USW00013874","2001-09-22","74","87","61"
"USW00013874","2001-09-23","78","88","67"
"USW00013874","2001-09-24","63","69","56"
"USW00013874","2001-09-25","58","67","49"
"USW00013874","2001-09-26","58","72","43"
"USW00013874","2001-09-27","61","76","46"
"USW00013874","2001-09-28","65","78","51"
"USW00013874","2001-09-29","62","71","52"
"USW00013874","2001-09-30","62","71","52"
"USW00013874","2001-10-01","63","76","49"
"USW00013874","2001-10-02","66","80","51"
"USW00013874","2001-10-03","68","81","54"
"USW00013874","2001-10-04","68","80","56"
"USW00013874","2001-10-05","69","79","59"
"USW00013874","2001-10-06","60","70","49"
"USW00013874","2001-10-07","57","68","46"
"USW00013874","2001-10-08","56","67","45"
"USW00013874","2001-10-09","56","67","45"
"USW00013874","2001-10-10","62","74","50"
"USW00013874","2001-10-11","68","75","61"
"USW00013874","2001-10-12","72","78","65"
"USW00013874","2001-10-13","72","78","66"
"USW00013874","2001-10-14","65","76","54"
"USW00013874","2001-10-15","63","75","51"
"USW00013874","2001-10-16","53","62","44"
"USW00013874","2001-10-17","49","60","38"
"USW00013874","2001-10-18","52","65","39"
"USW00013874","2001-10-19","58","71","44"
"USW00013874","2001-10-20","64","76","51"
"USW00013874","2001-10-21","67","79","55"
"USW00013874","2001-10-22","69","80","57"
"USW00013874","2001-10-23","71","81","60"
"USW00013874","2001-10-24","70","79","61"
"USW00013874","2001-10-25","63","73","53"
"USW00013874","2001-10-26","55","64","45"
"USW00013874","2001-10-27","44","51","37"
"USW00013874","2001-10-28","44","56","32"
"USW00013874","2001-10-29","50","64","35"
"USW00013874","2001-10-30","56","72","39"
"USW00013874","2001-10-31","58","71","44"
"USW00013874","2001-11-01","64","75","53"
"USW00013874","2001-11-02","66","75","56"
"USW00013874","2001-11-03","70","80","60"
"USW00013874","2001-11-04","63","74","51"
"USW00013874","2001-11-05","60","74","46"
"USW00013874","2001-11-06","57","69","45"
"USW00013874","2001-11-07","59","75","42"
"USW00013874","2001-11-08","61","75","46"
"USW00013874","2001-11-09","61","72","49"
"USW00013874","2001-11-10","60","75","45"
"USW00013874","2001-11-11","60","72","47"
"USW00013874","2001-11-12","59","68","50"
"USW00013874","2001-11-13","53","63","42"
"USW00013874","2001-11-14","58","69","46"
"USW00013874","2001-11-15","60","70","50"
"USW00013874","2001-11-16","59","74","43"
"USW00013874","2001-11-17","60","74","45"
"USW00013874","2001-11-18","59","69","48"
"USW00013874","2001-11-19","59","71","47"
"USW00013874","2001-11-20","50","59","41"
"USW00013874","2001-11-21","48","60","36"
"USW00013874","2001-11-22","51","63","39"
"USW00013874","2001-11-23","52","61","50"
"USW00013874","2001-11-24","66","72","60"
"USW00013874","2001-11-25","64","74","54"
"USW00013874","2001-11-26","62","71","52"
"USW00013874","2001-11-27","67","75","59"
"USW00013874","2001-11-28","66","74","58"
"USW00013874","2001-11-29","68","76","59"
"USW00013874","2001-11-30","58","66","50"
"USW00013874","2001-12-01","56","68","43"
"USW00013874","2001-12-02","57","69","45"
"USW00013874","2001-12-03","57","67","46"
"USW00013874","2001-12-04","57","70","44"
"USW00013874","2001-12-05","59","71","46"
"USW00013874","2001-12-06","65","75","54"
"USW00013874","2001-12-07","64","74","53"
"USW00013874","2001-12-08","63","74","51"
"USW00013874","2001-12-09","57","61","52"
"USW00013874","2001-12-10","51","59","43"
"USW00013874","2001-12-11","48","53","43"
"USW00013874","2001-12-12","50","52","48"
"USW00013874","2001-12-13","57","61","52"
"USW00013874","2001-12-14","61","72","49"
"USW00013874","2001-12-15","56","69","42"
"USW00013874","2001-12-16","53","60","46"
"USW00013874","2001-12-17","60","66","53"
"USW00013874","2001-12-18","53","61","45"
"USW00013874","2001-12-19","49","61","37"
"USW00013874","2001-12-20","43","52","33"
"USW00013874","2001-12-21","45","57","32"
"USW00013874","2001-12-22","46","60","31"
"USW00013874","2001-12-23","51","59","42"
"USW00013874","2001-12-24","39","46","32"
"USW00013874","2001-12-25","36","46","26"
"USW00013874","2001-12-26","32","40","23"
"USW00013874","2001-12-27","37","47","27"
"USW00013874","2001-12-28","47","59","34"
"USW00013874","2001-12-29","47","62","31"
"USW00013874","2001-12-30","35","43","26"
"USW00013874","2001-12-31","32","35","28"
"USW00013874","2002-01-01","33","44","22"
"USW00013874","2002-01-02","32","35","29"
"USW00013874","2002-01-03","30","35","25"
"USW00013874","2002-01-04","32","43","21"
"USW00013874","2002-01-05","38","50","25"
"USW00013874","2002-01-06","40","43","36"
"USW00013874","2002-01-07","35","38","31"
